lsoa11cd,lsoa21cd,lsoa21nm,n_properties,avg_epc_score,avg_epc_rating_num,pct_epc_ABC,avg_floor_area,avg_rooms,overcrowding_idx,median_house_price,transport_ptai,ptal_grade,ptai_high,ptai_low,hospital,GP,pharmacy,hospital_rnk,hospital_pct,domain_h,ahah
E01003914,E01003914,Southwark 024B,810,64.49259259259259,4.218228498074454,32.46913580246913,89.8679012345679,4.213768115942029,0.002640734674215306,750000.0,13.8509,3,18.2601,8.33895,0.9488505747126436,0.9488505747126436,0.7459770114942529,6341,14,-1.1079964481950932,41.01664995284319
E01003915,E01003915,Southwark 024C,846,69.9869976359338,4.637575757575758,64.30260047281324,72.71749408983452,3.9858156028368796,0.0034501969966863224,424500.0,7.36537,2,12.5101,0.0,1.5219999999999998,1.64,0.9166666666666669,17088,39,-0.6356939559488051,40.75917131428755
E01003915,E01003915,Southwark 024C,846,69.9869976359338,4.637575757575758,64.30260047281324,72.71749408983452,3.9858156028368796,0.0034501969966863224,422000.0,7.36537,2,12.5101,0.0,1.5219999999999998,1.64,0.9166666666666669,17088,39,-0.6356939559488051,40.75917131428755
E01003915,E01003915,Southwark 024C,846,69.9869976359338,4.637575757575758,64.30260047281324,72.71749408983452,3.9858156028368796,0.0034501969966863224,422000.0,7.36537,2,12.5101,0.0,1.5219999999999998,1.64,0.9166666666666669,17088,39,-0.6356939559488051,40.75917131428755
E01003915,E01003915,Southwark 024C,846,69.9869976359338,4.637575757575758,64.30260047281324,72.71749408983452,3.9858156028368796,0.0034501969966863224,447500.0,7.36537,2,12.5101,0.0,1.5219999999999998,1.64,0.9166666666666669,17088,39,-0.6356939559488051,40.75917131428755
E01003916,E01003916,Southwark 020B,948,68.39451476793249,4.424688561721404,46.62447257383967,76.97362869198312,3.839684625492773,0.0033834712037301416,415500.0,7.25009,2,13.5495,0.0,1.3159420289855073,1.7478260869565216,1.943478260869565,13494,31,-0.2048251363193625,40.98959525591497
E01003916,E01003916,Southwark 020B,948,68.39451476793249,4.424688561721404,46.62447257383967,76.97362869198312,3.839684625492773,0.0033834712037301416,363750.0,7.25009,2,13.5495,0.0,1.3159420289855073,1.7478260869565216,1.943478260869565,13494,31,-0.2048251363193625,40.98959525591497
E01003916,E01003916,Southwark 020B,948,68.39451476793249,4.424688561721404,46.62447257383967,76.97362869198312,3.839684625492773,0.0033834712037301416,339500.0,7.25009,2,13.5495,0.0,1.3159420289855073,1.7478260869565216,1.943478260869565,13494,31,-0.2048251363193625,40.98959525591497
E01003916,E01003916,Southwark 020B,948,68.39451476793249,4.424688561721404,46.62447257383967,76.97362869198312,3.839684625492773,0.0033834712037301416,340000.0,7.25009,2,13.5495,0.0,1.3159420289855073,1.7478260869565216,1.943478260869565,13494,31,-0.2048251363193625,40.98959525591497
E01003917,E01003917,Southwark 020C,944,67.7457627118644,4.428246013667426,47.77542372881356,70.23516949152543,4.012072434607646,0.0035487597600197054,363000.0,12.0831,3,20.6461,8.84034,1.261111111111111,1.2636363636363637,1.4025252525252525,12426,28,-0.606328317948804,36.872988962893395
E01003917,E01003917,Southwark 020C,944,67.7457627118644,4.428246013667426,47.77542372881356,70.23516949152543,4.012072434607646,0.0035487597600197054,371750.0,12.0831,3,20.6461,8.84034,1.261111111111111,1.2636363636363637,1.4025252525252525,12426,28,-0.606328317948804,36.872988962893395
E01003917,E01003917,Southwark 020C,944,67.7457627118644,4.428246013667426,47.77542372881356,70.23516949152543,4.012072434607646,0.0035487597600197054,366750.0,12.0831,3,20.6461,8.84034,1.261111111111111,1.2636363636363637,1.4025252525252525,12426,28,-0.606328317948804,36.872988962893395
E01003917,E01003917,Southwark 020C,944,67.7457627118644,4.428246013667426,47.77542372881356,70.23516949152543,4.012072434607646,0.0035487597600197054,375000.0,12.0831,3,20.6461,8.84034,1.261111111111111,1.2636363636363637,1.4025252525252525,12426,28,-0.606328317948804,36.872988962893395
E01003918,E01003918,Southwark 020D,661,71.08472012102874,4.432323232323232,37.518910741301056,65.43721633888049,3.5426008968609866,0.004313729966000071,380000.0,18.7464,4,28.1389,0.0,0.6363095238095238,0.9166666666666666,1.4160714285714284,1307,3,-0.9220431395001526,33.773586884122594
E01003918,E01003918,Southwark 020D,661,71.08472012102874,4.432323232323232,37.518910741301056,65.43721633888049,3.5426008968609866,0.004313729966000071,391250.0,18.7464,4,28.1389,0.0,0.6363095238095238,0.9166666666666666,1.4160714285714284,1307,3,-0.9220431395001526,33.773586884122594
E01003918,E01003918,Southwark 020D,661,71.08472012102874,4.432323232323232,37.518910741301056,65.43721633888049,3.5426008968609866,0.004313729966000071,398998.0,18.7464,4,28.1389,0.0,0.6363095238095238,0.9166666666666666,1.4160714285714284,1307,3,-0.9220431395001526,33.773586884122594
E01003918,E01003918,Southwark 020D,661,71.08472012102874,4.432323232323232,37.518910741301056,65.43721633888049,3.5426008968609866,0.004313729966000071,399998.0,18.7464,4,28.1389,0.0,0.6363095238095238,0.9166666666666666,1.4160714285714284,1307,3,-0.9220431395001526,33.773586884122594
E01003919,E01003919,Southwark 021A,700,66.45571428571428,4.2578616352201255,33.85714285714286,83.86,3.907258064516129,0.0030519193003622673,552500.0,20.7302,5,30.0063,6.9035,1.114367816091954,1.0994252873563215,1.192528735632184,9640,22,-0.9900488412485664,55.66033657980654
E01003919,E01003919,Southwark 021A,700,66.45571428571428,4.2578616352201255,33.85714285714286,83.86,3.907258064516129,0.0030519193003622673,535000.0,20.7302,5,30.0063,6.9035,1.114367816091954,1.0994252873563215,1.192528735632184,9640,22,-0.9900488412485664,55.66033657980654
E01003919,E01003919,Southwark 021A,700,66.45571428571428,4.2578616352201255,33.85714285714286,83.86,3.907258064516129,0.0030519193003622673,535000.0,20.7302,5,30.0063,6.9035,1.114367816091954,1.0994252873563215,1.192528735632184,9640,22,-0.9900488412485664,55.66033657980654
E01003919,E01003919,Southwark 021A,700,66.45571428571428,4.2578616352201255,33.85714285714286,83.86,3.907258064516129,0.0030519193003622673,522500.0,20.7302,5,30.0063,6.9035,1.114367816091954,1.0994252873563215,1.192528735632184,9640,22,-0.9900488412485664,55.66033657980654
E01003920,E01003920,Southwark 021B,938,72.05756929637526,4.476327116212339,37.953091684434966,65.03944562899787,3.2523489932885905,0.004727440024152083,332500.0,21.9918,5,32.0385,13.337,1.0484375,1.0552083333333333,1.259375,8316,19,-0.9244725071525148,51.38397362049088
E01003920,E01003920,Southwark 021B,938,72.05756929637526,4.476327116212339,37.953091684434966,65.03944562899787,3.2523489932885905,0.004727440024152083,355000.0,21.9918,5,32.0385,13.337,1.0484375,1.0552083333333333,1.259375,8316,19,-0.9244725071525148,51.38397362049088
E01003920,E01003920,Southwark 021B,938,72.05756929637526,4.476327116212339,37.953091684434966,65.03944562899787,3.2523489932885905,0.004727440024152083,342500.0,21.9918,5,32.0385,13.337,1.0484375,1.0552083333333333,1.259375,8316,19,-0.9244725071525148,51.38397362049088
E01003920,E01003920,Southwark 021B,938,72.05756929637526,4.476327116212339,37.953091684434966,65.03944562899787,3.2523489932885905,0.004727440024152083,330000.0,21.9918,5,32.0385,13.337,1.0484375,1.0552083333333333,1.259375,8316,19,-0.9244725071525148,51.38397362049088
E01003921,E01003921,Southwark 021C,1106,73.23508137432188,4.501408450704226,36.34719710669078,63.070524412296564,3.234375,0.004902111514726418,435000.0,33.812,6a,44.7805,21.103,0.5621527777777778,0.5222222222222223,0.5888888888888889,645,1,-2.0201468016866153,54.542839633840686
E01003921,E01003921,Southwark 021C,1106,73.23508137432188,4.501408450704226,36.34719710669078,63.070524412296564,3.234375,0.004902111514726418,463000.0,33.812,6a,44.7805,21.103,0.5621527777777778,0.5222222222222223,0.5888888888888889,645,1,-2.0201468016866153,54.542839633840686
E01003921,E01003921,Southwark 021C,1106,73.23508137432188,4.501408450704226,36.34719710669078,63.070524412296564,3.234375,0.004902111514726418,468000.0,33.812,6a,44.7805,21.103,0.5621527777777778,0.5222222222222223,0.5888888888888889,645,1,-2.0201468016866153,54.542839633840686
E01003921,E01003921,Southwark 021C,1106,73.23508137432188,4.501408450704226,36.34719710669078,63.070524412296564,3.234375,0.004902111514726418,488500.0,33.812,6a,44.7805,21.103,0.5621527777777778,0.5222222222222223,0.5888888888888889,645,1,-2.0201468016866153,54.542839633840686
E01003922,E01003922,Southwark 021D,1021,68.12242899118512,4.4375678610206295,47.30656219392752,62.52105778648384,3.2831241283124126,0.004871765549285132,405000.0,27.1055,6a,40.3266,14.0798,1.1175675675675676,0.9986486486486486,1.0914414414414415,9707,22,-0.9212225918421107,55.767362766905904
E01003922,E01003922,Southwark 021D,1021,68.12242899118512,4.4375678610206295,47.30656219392752,62.52105778648384,3.2831241283124126,0.004871765549285132,377500.0,27.1055,6a,40.3266,14.0798,1.1175675675675676,0.9986486486486486,1.0914414414414415,9707,22,-0.9212225918421107,55.767362766905904
E01003922,E01003922,Southwark 021D,1021,68.12242899118512,4.4375678610206295,47.30656219392752,62.52105778648384,3.2831241283124126,0.004871765549285132,377500.0,27.1055,6a,40.3266,14.0798,1.1175675675675676,0.9986486486486486,1.0914414414414415,9707,22,-0.9212225918421107,55.767362766905904
E01003922,E01003922,Southwark 021D,1021,68.12242899118512,4.4375678610206295,47.30656219392752,62.52105778648384,3.2831241283124126,0.004871765549285132,330000.0,27.1055,6a,40.3266,14.0798,1.1175675675675676,0.9986486486486486,1.0914414414414415,9707,22,-0.9212225918421107,55.767362766905904
E01003923,E01003923,Southwark 017A,798,67.54511278195488,4.294444444444444,32.45614035087719,81.81829573934837,3.545038167938931,0.0034476935438747546,606000.0,19.9945,4,24.3474,15.8467,0.7519230769230769,1.4974358974358977,1.4365384615384615,2801,6,-0.5910936813182036,39.867933890248466
E01003923,E01003923,Southwark 017A,798,67.54511278195488,4.294444444444444,32.45614035087719,81.81829573934837,3.545038167938931,0.0034476935438747546,702500.0,19.9945,4,24.3474,15.8467,0.7519230769230769,1.4974358974358977,1.4365384615384615,2801,6,-0.5910936813182036,39.867933890248466
E01003923,E01003923,Southwark 017A,798,67.54511278195488,4.294444444444444,32.45614035087719,81.81829573934837,3.545038167938931,0.0034476935438747546,702500.0,19.9945,4,24.3474,15.8467,0.7519230769230769,1.4974358974358977,1.4365384615384615,2801,6,-0.5910936813182036,39.867933890248466
E01003923,E01003923,Southwark 017A,798,67.54511278195488,4.294444444444444,32.45614035087719,81.81829573934837,3.545038167938931,0.0034476935438747546,581222.0,19.9945,4,24.3474,15.8467,0.7519230769230769,1.4974358974358977,1.4365384615384615,2801,6,-0.5910936813182036,39.867933890248466
E01003924,E01003924,Southwark 021E,1027,68.2317429406037,4.275316455696203,28.140214216163585,57.22005842259007,3.1071932299012692,0.00562449378393417,347500.0,23.2131,5,36.073,17.6563,0.7126984126984127,1.0047619047619047,1.088888888888889,2240,5,-1.0262223368866463,42.5986131558013
E01003924,E01003924,Southwark 021E,1027,68.2317429406037,4.275316455696203,28.140214216163585,57.22005842259007,3.1071932299012692,0.00562449378393417,,23.2131,5,36.073,17.6563,0.7126984126984127,1.0047619047619047,1.088888888888889,2240,5,-1.0262223368866463,42.5986131558013
E01003924,E01003924,Southwark 021E,1027,68.2317429406037,4.275316455696203,28.140214216163585,57.22005842259007,3.1071932299012692,0.00562449378393417,,23.2131,5,36.073,17.6563,0.7126984126984127,1.0047619047619047,1.088888888888889,2240,5,-1.0262223368866463,42.5986131558013
E01003924,E01003924,Southwark 021E,1027,68.2317429406037,4.275316455696203,28.140214216163585,57.22005842259007,3.1071932299012692,0.00562449378393417,,23.2131,5,36.073,17.6563,0.7126984126984127,1.0047619047619047,1.088888888888889,2240,5,-1.0262223368866463,42.5986131558013
E01003925,E01003925,Southwark 020E,876,74.62442922374429,4.428023032629558,28.424657534246577,71.73401826484019,3.4848,0.004000340719430919,445000.0,16.701,4,21.3002,13.5667,1.0341880341880345,1.1811965811965812,1.6461538461538463,8047,18,-0.5550657679115887,35.83542176826987
E01003925,E01003925,Southwark 020E,876,74.62442922374429,4.428023032629558,28.424657534246577,71.73401826484019,3.4848,0.004000340719430919,400000.0,16.701,4,21.3002,13.5667,1.0341880341880345,1.1811965811965812,1.6461538461538463,8047,18,-0.5550657679115887,35.83542176826987
E01003925,E01003925,Southwark 020E,876,74.62442922374429,4.428023032629558,28.424657534246577,71.73401826484019,3.4848,0.004000340719430919,360000.0,16.701,4,21.3002,13.5667,1.0341880341880345,1.1811965811965812,1.6461538461538463,8047,18,-0.5550657679115887,35.83542176826987
E01003925,E01003925,Southwark 020E,876,74.62442922374429,4.428023032629558,28.424657534246577,71.73401826484019,3.4848,0.004000340719430919,360000.0,16.701,4,21.3002,13.5667,1.0341880341880345,1.1811965811965812,1.6461538461538463,8047,18,-0.5550657679115887,35.83542176826987
E01003926,E01003926,Southwark 021F,595,69.00840336134453,4.5338078291814945,56.470588235294116,76.8689075630252,3.936263736263736,0.0033049515847329834,339000.0,15.3548,4,23.3051,6.66391,1.256060606060606,1.4462121212121213,1.3007575757575758,12350,28,-0.6732646102381715,47.61989339035176
E01003926,E01003926,Southwark 021F,595,69.00840336134453,4.5338078291814945,56.470588235294116,76.8689075630252,3.936263736263736,0.0033049515847329834,339000.0,15.3548,4,23.3051,6.66391,1.256060606060606,1.4462121212121213,1.3007575757575758,12350,28,-0.6732646102381715,47.61989339035176
E01003926,E01003926,Southwark 021F,595,69.00840336134453,4.5338078291814945,56.470588235294116,76.8689075630252,3.936263736263736,0.0033049515847329834,378500.0,15.3548,4,23.3051,6.66391,1.256060606060606,1.4462121212121213,1.3007575757575758,12350,28,-0.6732646102381715,47.61989339035176
E01003926,E01003926,Southwark 021F,595,69.00840336134453,4.5338078291814945,56.470588235294116,76.8689075630252,3.936263736263736,0.0033049515847329834,420000.0,15.3548,4,23.3051,6.66391,1.256060606060606,1.4462121212121213,1.3007575757575758,12350,28,-0.6732646102381715,47.61989339035176
E01003927,E01033867,Southwark 002F,1293,74.78267594740913,4.458272327964861,31.167826759474092,66.04331013147718,3.2056555269922877,0.004723395544580667,525000.0,79.5195,6b,105.218,34.6164,0.6940476190476191,1.974047619047619,1.3866666666666667,2014,4,-0.7637614508918835,52.26193985848319
E01003927,E01033867,Southwark 002F,1293,74.78267594740913,4.458272327964861,31.167826759474092,66.04331013147718,3.2056555269922877,0.004723395544580667,512500.0,79.5195,6b,105.218,34.6164,0.6940476190476191,1.974047619047619,1.3866666666666667,2014,4,-0.7637614508918835,52.26193985848319
E01003927,E01033867,Southwark 002F,1293,74.78267594740913,4.458272327964861,31.167826759474092,66.04331013147718,3.2056555269922877,0.004723395544580667,527500.0,79.5195,6b,105.218,34.6164,0.6940476190476191,1.974047619047619,1.3866666666666667,2014,4,-0.7637614508918835,52.26193985848319
E01003927,E01033867,Southwark 002F,1293,74.78267594740913,4.458272327964861,31.167826759474092,66.04331013147718,3.2056555269922877,0.004723395544580667,522500.0,79.5195,6b,105.218,34.6164,0.6940476190476191,1.974047619047619,1.3866666666666667,2014,4,-0.7637614508918835,52.26193985848319
E01003927,E01033868,Southwark 002G,1056,76.94507575757575,4.793427230046948,49.715909090909086,56.853219696969695,3.137524557956778,0.0056060607751498345,525000.0,79.5195,6b,105.218,34.6164,0.5814393939393939,1.4946969696969696,1.3454545454545457,794,1,-0.9300569266795612,55.138957630649
E01003927,E01033868,Southwark 002G,1056,76.94507575757575,4.793427230046948,49.715909090909086,56.853219696969695,3.137524557956778,0.0056060607751498345,512500.0,79.5195,6b,105.218,34.6164,0.5814393939393939,1.4946969696969696,1.3454545454545457,794,1,-0.9300569266795612,55.138957630649
E01003927,E01033868,Southwark 002G,1056,76.94507575757575,4.793427230046948,49.715909090909086,56.853219696969695,3.137524557956778,0.0056060607751498345,527500.0,79.5195,6b,105.218,34.6164,0.5814393939393939,1.4946969696969696,1.3454545454545457,794,1,-0.9300569266795612,55.138957630649
E01003927,E01033868,Southwark 002G,1056,76.94507575757575,4.793427230046948,49.715909090909086,56.853219696969695,3.137524557956778,0.0056060607751498345,522500.0,79.5195,6b,105.218,34.6164,0.5814393939393939,1.4946969696969696,1.3454545454545457,794,1,-0.9300569266795612,55.138957630649
E01003929,E01003929,Southwark 002B,1362,71.95447870778267,4.559276018099547,49.412628487518354,72.99265785609398,3.3625410733844467,0.004074302067396068,872500.0,92.32,6b,130.83,68.0227,1.038076923076923,2.201923076923077,1.2012820512820512,8125,18,-0.7328398475048632,54.33811130539159
E01003929,E01003929,Southwark 002B,1362,71.95447870778267,4.559276018099547,49.412628487518354,72.99265785609398,3.3625410733844467,0.004074302067396068,767500.0,92.32,6b,130.83,68.0227,1.038076923076923,2.201923076923077,1.2012820512820512,8125,18,-0.7328398475048632,54.33811130539159
E01003929,E01003929,Southwark 002B,1362,71.95447870778267,4.559276018099547,49.412628487518354,72.99265785609398,3.3625410733844467,0.004074302067396068,695878.0,92.32,6b,130.83,68.0227,1.038076923076923,2.201923076923077,1.2012820512820512,8125,18,-0.7328398475048632,54.33811130539159
E01003929,E01003929,Southwark 002B,1362,71.95447870778267,4.559276018099547,49.412628487518354,72.99265785609398,3.3625410733844467,0.004074302067396068,695769.0,92.32,6b,130.83,68.0227,1.038076923076923,2.201923076923077,1.2012820512820512,8125,18,-0.7328398475048632,54.33811130539159
E01003930,E01003930,Southwark 034A,919,74.04787812840044,4.32421875,22.850924918389552,76.09249183895538,3.3916083916083917,0.003874828563227533,759750.0,98.7026,6b,121.054,48.1328,1.08843537414966,1.7431972789115646,1.6860544217687077,9129,21,-0.5146808196645181,52.153400728347385
E01003930,E01003930,Southwark 034A,919,74.04787812840044,4.32421875,22.850924918389552,76.09249183895538,3.3916083916083917,0.003874828563227533,771010.0,98.7026,6b,121.054,48.1328,1.08843537414966,1.7431972789115646,1.6860544217687077,9129,21,-0.5146808196645181,52.153400728347385
E01003930,E01003930,Southwark 034A,919,74.04787812840044,4.32421875,22.850924918389552,76.09249183895538,3.3916083916083917,0.003874828563227533,716000.0,98.7026,6b,121.054,48.1328,1.08843537414966,1.7431972789115646,1.6860544217687077,9129,21,-0.5146808196645181,52.153400728347385
E01003930,E01003930,Southwark 034A,919,74.04787812840044,4.32421875,22.850924918389552,76.09249183895538,3.3916083916083917,0.003874828563227533,721500.0,98.7026,6b,121.054,48.1328,1.08843537414966,1.7431972789115646,1.6860544217687077,9129,21,-0.5146808196645181,52.153400728347385
E01003932,E01003932,Southwark 034B,749,67.32042723631508,4.319148936170213,39.65287049399199,68.26702269692925,3.495361781076067,0.0041907997003052585,435000.0,78.2513,6b,123.949,47.6695,0.9747619047619048,1.8385714285714283,1.0657142857142856,6845,15,-0.8394400220244943,50.90308260555344
E01003932,E01003932,Southwark 034B,749,67.32042723631508,4.319148936170213,39.65287049399199,68.26702269692925,3.495361781076067,0.0041907997003052585,462500.0,78.2513,6b,123.949,47.6695,0.9747619047619048,1.8385714285714283,1.0657142857142856,6845,15,-0.8394400220244943,50.90308260555344
E01003932,E01003932,Southwark 034B,749,67.32042723631508,4.319148936170213,39.65287049399199,68.26702269692925,3.495361781076067,0.0041907997003052585,452500.0,78.2513,6b,123.949,47.6695,0.9747619047619048,1.8385714285714283,1.0657142857142856,6845,15,-0.8394400220244943,50.90308260555344
E01003932,E01003932,Southwark 034B,749,67.32042723631508,4.319148936170213,39.65287049399199,68.26702269692925,3.495361781076067,0.0041907997003052585,445000.0,78.2513,6b,123.949,47.6695,0.9747619047619048,1.8385714285714283,1.0657142857142856,6845,15,-0.8394400220244943,50.90308260555344
E01003933,E01003933,Southwark 034C,1382,76.73733719247467,4.449275362318841,23.154848046309695,76.51302460202605,3.7059859154929575,0.003526637858321012,523213.0,63.6931,6b,94.0468,36.7514,1.161788617886179,2.5296747967479676,1.4308943089430894,10575,24,-0.4965383866683316,40.3942793070533
E01003933,E01003933,Southwark 034C,1382,76.73733719247467,4.449275362318841,23.154848046309695,76.51302460202605,3.7059859154929575,0.003526637858321012,515000.0,63.6931,6b,94.0468,36.7514,1.161788617886179,2.5296747967479676,1.4308943089430894,10575,24,-0.4965383866683316,40.3942793070533
E01003933,E01003933,Southwark 034C,1382,76.73733719247467,4.449275362318841,23.154848046309695,76.51302460202605,3.7059859154929575,0.003526637858321012,685000.0,63.6931,6b,94.0468,36.7514,1.161788617886179,2.5296747967479676,1.4308943089430894,10575,24,-0.4965383866683316,40.3942793070533
E01003933,E01003933,Southwark 034C,1382,76.73733719247467,4.449275362318841,23.154848046309695,76.51302460202605,3.7059859154929575,0.003526637858321012,667500.0,63.6931,6b,94.0468,36.7514,1.161788617886179,2.5296747967479676,1.4308943089430894,10575,24,-0.4965383866683316,40.3942793070533
E01003934,E01003934,Southwark 002C,1727,77.50781702374059,4.7518324607329845,42.73306311522872,88.98957730167922,3.5,0.0032106488689759662,1275000.0,75.8419,6b,113.505,19.2512,0.7085526315789474,1.1657894736842105,0.9228070175438596,2182,5,-1.0347395333076057,49.55021897053979
E01003934,E01003934,Southwark 002C,1727,77.50781702374059,4.7518324607329845,42.73306311522872,88.98957730167922,3.5,0.0032106488689759662,1011593.0,75.8419,6b,113.505,19.2512,0.7085526315789474,1.1657894736842105,0.9228070175438596,2182,5,-1.0347395333076057,49.55021897053979
E01003934,E01003934,Southwark 002C,1727,77.50781702374059,4.7518324607329845,42.73306311522872,88.98957730167922,3.5,0.0032106488689759662,1001600.0,75.8419,6b,113.505,19.2512,0.7085526315789474,1.1657894736842105,0.9228070175438596,2182,5,-1.0347395333076057,49.55021897053979
E01003934,E01003934,Southwark 002C,1727,77.50781702374059,4.7518324607329845,42.73306311522872,88.98957730167922,3.5,0.0032106488689759662,990000.0,75.8419,6b,113.505,19.2512,0.7085526315789474,1.1657894736842105,0.9228070175438596,2182,5,-1.0347395333076057,49.55021897053979
E01003935,E01003935,Southwark 002D,701,70.99144079885878,4.5073649754500815,47.50356633380884,85.46647646219687,3.7245283018867923,0.003141470035822888,,71.412,6b,98.8904,27.4548,0.901418439716312,2.7290780141843975,1.7812056737588653,5455,12,-0.5238330738546835,46.77582245176298
E01003935,E01003935,Southwark 002D,701,70.99144079885878,4.5073649754500815,47.50356633380884,85.46647646219687,3.7245283018867923,0.003141470035822888,,71.412,6b,98.8904,27.4548,0.901418439716312,2.7290780141843975,1.7812056737588653,5455,12,-0.5238330738546835,46.77582245176298
E01003935,E01003935,Southwark 002D,701,70.99144079885878,4.5073649754500815,47.50356633380884,85.46647646219687,3.7245283018867923,0.003141470035822888,,71.412,6b,98.8904,27.4548,0.901418439716312,2.7290780141843975,1.7812056737588653,5455,12,-0.5238330738546835,46.77582245176298
E01003935,E01003935,Southwark 002D,701,70.99144079885878,4.5073649754500815,47.50356633380884,85.46647646219687,3.7245283018867923,0.003141470035822888,,71.412,6b,98.8904,27.4548,0.901418439716312,2.7290780141843975,1.7812056737588653,5455,12,-0.5238330738546835,46.77582245176298
E01003936,E01003936,Southwark 009A,750,72.252,4.582258064516129,54.13333333333333,80.39066666666666,3.3722044728434506,0.0036887605931756455,707500.0,55.6753,6b,83.1705,17.0247,0.8272222222222222,1.163333333333333,0.85,4079,9,-1.0181276450812216,43.64788476908168
E01003936,E01003936,Southwark 009A,750,72.252,4.582258064516129,54.13333333333333,80.39066666666666,3.3722044728434506,0.0036887605931756455,726250.0,55.6753,6b,83.1705,17.0247,0.8272222222222222,1.163333333333333,0.85,4079,9,-1.0181276450812216,43.64788476908168
